Object Name,Form ID,Editor ID,Category
Goblin Jim's Whiteskin City,0005E1E4,GoblinJimsCave02,CELL
Gogan's House,000308C1,AnvilGogansHouse,CELL
Gottlefont House,0009C5E8,GottlefontHouse,CELL
Gottlefont Priory,000313B1,GottlefontPrioryMonastery,CELL
Gottshaw Inn,00031347,GottshawInnTavern,CELL
Graman gro-Marad's Basement,0004D85E,ICTempleDistrictGramangroMaradsBasement,CELL
Graman gro-Marad's House,0002C194,ICTempleDistrictGramangroMaradsHouse,CELL
Graman gro-Marad's Private Quarters,0004E13B,ICTempleDistrictGramangroMaradsHouseUpstairs,CELL
Grant's Farmhouse Interior Test,0002729D,TestFarmHouse03,CELL
Grants messed up upper warehouse,00029077,TestGrantWarehouseUpper,CELL
Grateful Pass Stables,00053505,SkingradGratefulPassStables,CELL
Grayrock Cave,00014986,GrayrockCave,CELL
Grayrock Shambles,0005E1E2,GrayrockCave02,CELL
Great Chapel of Mara,0003103D,BravilChapelofMara,CELL
Great Chapel of Talos,0003062D,BrumaChapel,CELL
Great Hall,0002C52F,KvatchCastleRooms,CELL
Great Spire,00014DAC,XPXeddefen03spire,CELL
Great Wold Interior,0003156A,GretWold,CELL
Greenmead Cave,00014996,GreenmeadCave,CELL
Greenmead Inky Grottos,000A7954,GreenmeadCave03,CELL
Greenmead Soggy Hollow,000A7945,GreenmeadCave02,CELL
Greenmote Silo,000167D8,SENSGreenmoteSilo,CELL
Greyland,00031566,Greyland,CELL
Grey-Throat's Basement,0004D85D,ICTempleDistrictGreyThroatsBasement,CELL
Grey-Throat's House,0002C187,ICTempleDistrictGreyThroatsHouse,CELL
Grey-Throat's Private Quarters,0004E13A,ICTempleDistrictGreyThroatsHouseUpstairs,CELL
Gro-Bagrat Plantation,014801FB,GroTBagratSPlantation,CELL
Grove of Reflection,0001033D,XPMilchar03,CELL
"Grytewake, Cabin",014801FC,GrytewakeVSCabin,CELL
"Grytewake, Lower Level",014801FD,GrytewakeVSLowerSLevel,CELL
"Grytewake, Upper Level",014801FE,GrytewakeVSUpperSLevel,CELL
Guard House,0002C1B8,ICElvenGardensGuardHouse,CELL
Guard House Basement,00047C9A,ICElvenGardensGuardHouseBasement,CELL
Guard House Private Quarters,00047CA9,ICElvenGardensGuardHouseUpstairs,CELL
Guildmaster's Quarters,0004BF33,ICWaterfrontDarelothsHouseUpstairs,CELL
Gutted Mine,00015C40,GuttedMine,CELL
Gweden Farm,000313B6,GwedenFarmInterior,CELL
Gweden Farm Basement,0009264A,GwedenFarmBasement,CELL
Habinbaes,014801FF,Habinbaes,CELL
Hackdirt Caverns,000280B0,HackdirtCaverns,CELL
Hagaer's Basement,0004D852,ICTempleDistrictHagaersBasement,CELL
Hagaer's House,0002C124,ICTempleDistrictHagaersHouse,CELL
Hagaer's Private Quarters,0004EBF3,ICTempleDistrictHagaersHouseUpstairs,CELL
Hairat-Vassamsi Egg Mine,01480200,HairatTVassamsiSEggSMine,CELL
"Hairat-Vassamsi Egg Mine, Queen's Lair",01480201,HairatTVassamsiSEggSMineVSQueenAsSLair,CELL
Halion's House,000158C3,SEHaleHalionsHouse,CELL
Halit Mine,01480202,HalitSMine,CELL
Hall of Combat,00027A3D,WarehouseCombatHall,CELL
Hall of Epochs,0009DEF0,ImperialSewerSystemTG11c,CELL
Hall of Epochs,0000C73E,ImperialSewerSystemTG11d,CELL
Halls of Dark Hate,000147A5,OblivionRD002Hall02Lava,CELL
Halls of Eternal Twilight,0004F708,OblivionRD004CitadelLeftHall01,CELL
Halls of Eternal Twilight,0004F7D9,OblivionRD004CitadelRightHall01,CELL
Halls of Nonungalo,000A04E8,Nonungalo02,CELL
Halls of Shame,0004F707,OblivionRD004CitadelLeftHall02,CELL
Halls of Shame,0004F7D8,OblivionRD004CitadelRightHall02,CELL
Hame,0001662B,Hame,CELL
Hame Silasel,0005A451,Hame03,CELL
Hame Wendesel,000418D0,Hame02,CELL
Hammer and Axe,000302F0,BrumaHammerAndAxe,CELL
Hammer and Tongs,00027D5B,SkingradHammerAndTongs,CELL
Hammer and Tongs Basement,0002F9FD,SkingradHammerAndTongsBasement,CELL
Hanud,01480203,Hanud,CELL
"Hanud, Tower",01480204,HanudVSTower,CELL
Hanz gro-Hubrag's House,00094C44,BlankenMarchHouse02,CELL
Harborside Warehouse,000308CF,AnvilHarborsideWarehouse,CELL
HARLUN'S WATCH TEMP,0000BE5A,HarlunsWatchTEMP,CELL
Harm's Folly,00031568,HarmFolly,CELL
Hassour,01480205,Hassour,CELL
"Hassour, Shrine",01480206,HassourVSShrine,CELL
Hastrel Ottus' Basement,0004D85F,ICTempleDistrictHastrelOttusHouseBasement,CELL
Hastrel Ottus' House,0002C192,ICTempleDistrictHastrelOttusHouse,CELL
Hastrel Ottus' Private Quarters,0004E13C,ICTempleDistrictHastrelOttusHouseUpstairs,CELL
Haunted Caverns,0005F48C,HauntedMIne02,CELL
Haunted Mine,00015C35,HauntedMine,CELL
Hawia Egg Mine,01480207,HawiaSEggSMine,CELL
Haynote Basin Galleries,000A794B,HaynoteCave02,CELL
Haynote Cave,000149A6,HaynoteCave,CELL
Haynote Winding Sump,000A7947,HaynoteCave03,CELL
Heinrich Oaken-Hull's House,000308C7,AnvilHeinrichOakenHallsHouse,CELL
Helan Ancestral Tomb,01480208,HelanSAncestralSTomb,CELL
Helas Ancestral Tomb,01480209,HelasSAncestralSTomb,CELL
Heleran Ancestral Tomb,0148020A,HeleranSAncestralSTomb,CELL
Helvius Cecia's House,000302E2,BrumaHelviusCeciasHouse,CELL
Helvo Atius' Basement,0003CEDC,ICTalosPlazaHelvoAtiusHouseBasement,CELL
Helvo Atius' House,0002C1AE,ICTalosPlazaHelvoAtiusHouse,CELL
Helvo Atius' Private Quarters,00037D09,ICTalosPlazaHelvoAtiusHouseUpstairs,CELL
Henantier's Dream,000704E3,DreamHub,CELL
Henantier's House,0002CA31,BravilHenantiersHouse,CELL
Heran Ancestral Tomb,0148020B,HeranSAncestralSTomb,CELL
Herminia Cinna's Basement,00047CA0,ICElvenGardensHerminiaCinnasHouseBasement,CELL
Herminia Cinna's House,0002E5B2,ICElvenGardensHerminiaCinnasHouse,CELL
Herminia Cinna's Private Quarters,00047CA1,ICElvenGardensHerminiaCinnasHouseUpstairs,CELL
Hidey-hole for Wabbajack target,00026D61,WabbajackHole,CELL
Hinnabi,0148020C,Hinnabi,CELL
Hirrus Clutumnus' House,00012301,SENSHirrusClitumnusHouse,CELL
Hirrus Clutumnus' House Upstairs,00012300,SENSHirrusClitumnusHouseUpstairs,CELL
Hla Oad,01480047,HlaSOad,CELL
"Hla Oad, Fadila Balvel's House",0148020D,HlaSOadVSFadilaSBalvelAsSHouse,CELL
"Hla Oad, Fatleg's Drop Off",0148020E,HlaSOadVSFatlegAsSDropSOff,CELL
"Hla Oad, Murudius Flaeus's House",0148020F,HlaSOadVSMurudiusSFlaeusAsSHouse,CELL
"Hla Oad, Okur's House",01480210,HlaSOadVSOkurAsSHouse,CELL
"Hla Oad, Relien Rirne's House",01480211,HlaSOadVSRelienSRirneAsSHouse,CELL
"Hla Oad, Shurkul gro-Sharga's House",01480212,HlaSOadVSShurkulSgroTShargaAsSHouse,CELL
Hlaalu Ancestral Tomb,01480213,HlaaluSAncestralSTomb,CELL
Hleran Ancestral Tomb,01480214,HleranSAncestralSTomb,CELL
Hlervi Ancestral Tomb,01480215,HlerviSAncestralSTomb,CELL
Hlervu Ancestral Tomb,01480216,HlervuSAncestralSTomb,CELL
Hlormaren,01480046,Hlormaren,CELL
"Hlormaren, Dome",01480217,HlormarenVSDome,CELL
"Hlormaren, Keep, Bottom Level",01480218,HlormarenVSKeepVSBottomSLevel,CELL
"Hlormaren, Keep, Top Level",01480219,HlormarenVSKeepVSTopSLevel,CELL
"Hlormaren, Propylon Chamber",0148021A,HlormarenVSPropylonSChamber,CELL
"Hlormaren, Sewers",0148021B,HlormarenVSSewers,CELL
"Hlormaren, Underground",0148021C,HlormarenVSUnderground,CELL
Holamayan,01480000,Holamayan,CELL
Holamayan Monastery,0148021D,HolamayanSMonastery,CELL
Honditar's House,0002C831,ChorrolHonditarsHouse,CELL
Honmund's House,000302EB,BrumaHonmundsHouse,CELL
Horkvir Bear-Arm's House,00017478,SESplitDementiaHorkvirBearArmsHouse,CELL
Horkvir Bear-Arm's House,000158B6,SESplitManiaHorkvirBearArmsHouse,CELL
Horn Cave,0001499A,HornCave,CELL
Horn Cave Grottoes,0005B2AD,HornCave03,CELL
Horn Cave Still Pools,0005B2AE,HornCave02,CELL
Horse Whisperer Stables,00048706,AnvilHorseWhisperer,CELL
House For Sale,0002FF48,BravilHouseforSale,CELL
House for Sale,000302EA,BrumaHouseForSale,CELL
House for Sale,00030423,CheydinhalHouseForSale,CELL
House for Sale,0003052C,LeyawiinHouseForSale,CELL
House of Dementia,00012F53,SENSHouseofDementia,CELL
House of Mania,00012F54,SENSHouseofMania,CELL
Howling Cave,00046016,HowlingCave,CELL
Howling Cave Lower Galleries,0001498B,HowlingCave02,CELL
"Howling Halls, Antechamber",00010361,XPHowlingHalls03,CELL
"Howling Halls, Congregation Chambers",0001033B,XPHowlingHalls02,CELL
"Howling Halls, Narthex",00010357,XPHowlingHalls01,CELL
Hrol Ulfgar's House,0001EB91,BleakersWayHrolUlfgarsHouse,CELL
Hrota Cave,00035681,HrotaCave,CELL
Hrotanda Vale,00016629,HrotandaVale,CELL
Hrotanda Vale Sanctum,000463F6,HrotandaVale02,CELL
Hurricane,00047548,OblivionRD002Tower02Right,CELL
Ibar-Dad,0148021E,IbarTDad,CELL
"Ibishammus, Shrine",0148021F,IbishammusVSShrine,CELL
Ida Vlinorman's Basement,0003FC05,ICElvenGardensIdaVlinormansHouseBasement,CELL
Ida Vlinorman's House,0002C1BC,ICElvenGardensIdaVlinormansHouse,CELL
Ida Vlinorman's Private Quarters,0003FC02,ICElvenGardensIdaVlinormansHouseUpstairs,CELL
Ienith Ancestral Tomb,01480220,IenithSAncestralSTomb,CELL
"Ihinipalit, Shrine",01480221,IhinipalitVSShrine,CELL
Ilanipu Grotto,01480222,IlanipuSGrotto,CELL
"Ilunibi, Blackened Heart",01480223,IlunibiVSBlackenedSHeart,CELL
"Ilunibi, Carcass of the Saint",01480224,IlunibiVSCarcassSofStheSSaint,CELL
"Ilunibi, Marowak's Spine",01480225,IlunibiVSMarowakAsSSpine,CELL
"Ilunibi, Soul's Rattle",01480226,IlunibiVSSoulAsSRattle,CELL
"Ilunibi, Tainted Marrow",01480227,IlunibiVSTaintedSMarrow,CELL
Imperial Battlemage's Chambers,0003ABFC,ICPalaceOcatoChambers,CELL
Imperial Bridge Inn,00031348,ImperialBridgeInnTavern,CELL
Imperial City Arena,00037867,ICArena,CELL
Imperial City Arena,0003D61B,ICArenaGrandChampion,CELL
Imperial City Arena,0003D61C,ICArenaSpectators,CELL
Imperial City Collision Testing Area,000B6C11,TestDan03,CELL
Imperial City Collision Testing Area,0006FDE2,TestMegan04,CELL
Imperial Guard Quarters,000B985F,ICPalaceGuardQuarters,CELL
Imperial Legion Barracks,0002C17E,ICImperialLegionHQBarracks,CELL
Imperial Legion Basement,0008536D,ICImperialLegionHQBasement,CELL
Imperial Legion Offices,00015E97,ICImperialLegionHQMessHall,CELL
Imperial Orrery,0002C173,ICArcaneUniversityImperialOrrery,CELL
Imperial Prison,0002D941,Dark04Dungeon01,CELL
Imperial Prison,0001FBB9,ImperialDungeon01,CELL
Imperial Prison Ship,01480228,ImperialSPrisonSShip,CELL
Imperial Substructure,00022FF6,ImperialDungeon04,CELL
Imperial Subterrane,0002D93F,Dark04Dungeon02,CELL
Imperial Subterrane,00022288,ImperialDungeon02,CELL
Imperial Trading Company Office,00023DF7,ICWaterfrontImpTradingCoOffice,CELL
Imperial Trading Company Office Basement,00023DF8,ICWaterfrontImpTradingCoOfficeBasement,CELL
Imperial Trading Company Private Storage,00032484,ICWaterfrontImpTradingCo02WarehouseUpstairs,CELL
Imperial Trading Company Private Storage,00032688,ICWaterfrontImpTradingCo03WarehouseUpstairs,CELL
Imperial Trading Company Warehouse,00032486,ICWaterfrontImpTradingCo02Warehouse,CELL
Imperial Trading Company Warehouse,0003268A,ICWaterfrontImpTradingCo03Warehouse,CELL
Imperial Trading Company Warehouse Basement,0003268B,ICWaterfrontImpTradingCo02Basement,CELL
Imperial Trading Company Warehouse Basement,00032689,ICWaterfrontImpTradingCo03Basement,CELL
Imperial Villa,00031497,ImperialVilla,CELL
Imperial Watch Barracks,00086588,ICArcaneUniversityImperialWatchtowerGuardsQuarters,CELL
Imperial Watch Barracks,0005397B,ICWaterfrontLighthouseGuardQuarters,CELL
Imperial Watchtower,0002C172,ICArcaneUniversityImperialWatchtower,CELL
Inanius Egg Mine,01480229,InaniusSEggSMine,CELL
Indalen Ancestral Tomb,0148022A,IndalenSAncestralSTomb,CELL
Indaren Ancestral Tomb,0148022B,IndarenSAncestralSTomb,CELL
Indarys Manor,0148022C,IndarysSManor,CELL
"Indarys Manor, Berendas' House",0148022D,IndarysSManorVSBerendasASHouse,CELL
"Indarys Manor, Manor Services",0148022E,IndarysSManorVSManorSServices,CELL
"Indarys Manor, Raram's House",0148022F,IndarysSManorVSRaramAsSHouse,CELL
Indoranyon,01480230,Indoranyon,CELL
"Indoranyon, Propylon Chamber",01480231,IndoranyonVSPropylonSChamber,CELL
Infested Mine,0006DBC8,InfestedMine,CELL
Infested Mine Old Works,00015C38,InfestedMine02,CELL
Infested Mine Spent Galleries,0005F48B,InfestedMine03,CELL
Iniel Sintav's Basement,0003FC00,ICElvenGardensInielSintavsHouseBasement,CELL
Iniel Sintav's House,0002C1C4,ICElvenGardensInielSintavsHouse,CELL
Iniel Sintav's Private Quarters,0003FC07,ICElvenGardensInielSintavsHouseUpstairs,CELL
Inn of Ill Omen,00024F81,InnIllOmen,CELL
Inn of Ill Omen Private Quarters,0004B94E,InnIllOmenBasement,CELL
Inner Bramblepoint Cave,000A794C,BramblePointCave02,CELL
Interior Cave Test,000359DC,TestJuanGoblinLair,CELL
Irene Metrick's Basement,00047CA5,ICElvenGardensIreneMetricsHouseBasement,CELL
Irene Metrick's House,0002C1C0,ICElvenGardensIreneMetricsHouse,CELL
Irene Metrick's Private Quarters,00047CA4,ICElvenGardensIreneMetricsHouseUpstairs,CELL
Irroki the Wide's House,00094ECE,PellGateIrrokitheWidesHouse,CELL
Isolated House,00051261,IsolatedHouse,CELL
Istrius Brolus' Basement,0001C7EA,BrumaIstriusBrolusBasement,CELL
Istrius Brolus' House,000302E7,BrumaIstirusBrolusHouse,CELL
Jair's Shack,000477CB,ICWaterfrontJairsShack,CELL
Jakben Imbel's Basement,0003DA47,ICTalosPlazaJakbenImbelHouseBasement,CELL
Jakben Imbel's House,0002C19C,ICTalosPlazaJakbenImbelHouse,CELL
Jakben Imbel's Private Quarters,0003D867,ICTalosPlazaJakbenImbelHouseTop,CELL
Jakben Imbel's Private Quarters,0003D866,ICTalosPlazaJakbenImbelHouseUpstairs,CELL
Jastia Sintav's Basement,00047CA2,ICElvenGardensJastiaSintavsHouseBasement,CELL
Jastia Sintav's House,0002C1B4,ICElvenGardensJastiaSintavsHouse,CELL
Jastia Sintav's Private Quarters,00047C96,ICElvenGardensJastiaSintavsHouseUpstairs,CELL
Jastira Nanus' House,00017477,SESplitDementiaJastiraNanusHouse,CELL
Jastira Nanus' House,000158BB,SESplitManiaJastiraNanusHouse,CELL
Jayred's House,00011F94,SEPasswallJayredsTent,CELL
J'Bari's House,00030531,LeyawiinJBarisHouse,CELL
J'Bari's House 2nd Floor East,0003E0EB,LeyawiinJBarisHouse2ndFloorEast,CELL
J'Bari's House 2nd Floor West,0003E0EC,LeyawiinJBarisHouse2ndFloorWest,CELL
Jearl's Basement,0001E6A3,BrumaJearlsHouseBasement,CELL
Jearl's House,000302E5,BrumaJearlsHouse,CELL
Jeetum Ze's Room,0003DB42,LeyawiinBlackwoodRoom01,CELL
Jensine's [QUOTE]Good as New[QUOTE] Merchandise,0002C166,ICMarketDistrictJensinesGoodasNewMerchandise,CELL
Jensine's Basement,00049033,ICMarketDistrictJensinesGoodasBasement,CELL
Jensine's Private Quarters,00049035,ICMarketDistrictJensinesGoodasUpstairs,CELL
Jerall View Inn,000302F3,BrumaJerallView,CELL
Jerall View Inn,0008341D,BrumaJerallViewBasement,CELL
Jesan Sextius' House,000308C0,AnvilJesanSextiusHouse,CELL
J'Ghasta's House,00030066,BrumaJGhastasHouse,CELL
Jirolin Doran's Basement,00025BBB,ChorrolJirolinDoransBasement,CELL
Jirolin Doran's House,00000825,ChorrolJirolinDoransHouse,CELL
Jiv Hiriel's House,000280AE,HackdirtJivHirielsHouse,CELL
J'mhad's Basement,0004D857,ICTempleDistrictJmhadsBasement,CELL
J'mhad's House,0002C18C,ICTempleDistrictJmhadsHouse,CELL
J'mhad's Private Quarters,0004EDA5,ICTempleDistrictJmhadsHouseUpstairs,CELL
J'Riska's House,00093CDC,BorderWatchJriskasHouse,CELL
J'zidzo's House,00017476,SESplitDementiaJzidzosHouse,CELL
J'zidzo's House,000158B9,SESplitManiaJzidzosHouse,CELL
Kastus Sintav's Basement,0003FC09,ICElvenGardensKastusSintavsHouseBasement,CELL
Kastus Sintav's House,0002C1B5,ICElvenGardensKastusSintavsHouse,CELL
Kastus Sintav's Private Quarters,0003FC08,ICElvenGardensKastusSintavsHouseUpstairs,CELL
"Kaushtababi Camp, Adibael's Yurt",01480232,KaushtababiSCampVSAdibaelAsSYurt,CELL
"Kaushtarari, Shrine",01480233,KaushtarariVSShrine,CELL
Kemen,00016626,Kemen,CELL
Kemen Varlasel,0009DE72,Kemen02,CELL
ken's test hole,01480234,kenAsStestShole,CELL
Khartag Point,0148004C,KhartagSPoint,CELL
Khuul,0148004A,Khuul,CELL
"Khuul, Aldi's Shack",01480235,KhuulVSAldiAsSShack,CELL
"Khuul, Brurid's Shack",01480236,KhuulVSBruridAsSShack,CELL
"Khuul, Endris Dilmyn's Shack",01480237,KhuulVSEndrisSDilmynAsSShack,CELL
"Khuul, Helga's Shack",01480238,KhuulVSHelgaAsSShack,CELL
"Khuul, Miron Garer's Shack",01480239,KhuulVSMironSGarerAsSShack,CELL
"Khuul, Nelmyne Andules's Shack",0148023A,KhuulVSNelmyneSAndulesAsSShack,CELL
"Khuul, Rivame Samandas's Shack",0148023B,KhuulVSRivameSSamandasAsSShack,CELL
"Khuul, Svadstar's Shack",0148023C,KhuulVSSvadstarAsSShack,CELL
"Khuul, Thongar's Tradehouse",0148023D,KhuulVSThongarAsSTradehouse,CELL
Kindred Cave,0003E29D,KindredCavern,CELL
Kindred Cave Runways,0003E25B,KindredCavern02,CELL
Kindred Cave Winding Hollows,0003E235,KindredCavern03,CELL
Kingscrest Cavern,0001499B,KingscrestCavern,CELL
Kingscrest Cavern Basin Chambers,0008371B,KingscrestCavern03,CELL
Kingscrest Cavern Chert Galleries,0008371C,KingscrestCavern02,CELL
Kingscrest Withered Forest,0008371A,KingscrestCavern04,CELL
Kishashi's House,000158AD,SEFellmoorKishashisHouse,CELL
Knifepoint Hollow,00010A49,XPKnifepointHollow01,CELL
"Knifepoint Hollow, Chantry",00010A40,XPKnifepointHollow02new,CELL
Knights of the Thorn Basement,000329F6,CheydinhalKnightsBasement,CELL
Knights of the Thorn Headquarters,000329F7,CheydinhalKnightsoftheThorn,CELL
Knotbone Cavities,00010A55,XPKnotboneChamber02,CELL
Knotbone Cellar,00010A7B,XPKnotboneChamber05,CELL
Knotbone Chamber,00010A52,XPKnotboneChamber01,CELL
Knotbone Juncture,00010A4C,XPKnotboneChamber03,CELL
Knotbone Pipes,00010A47,XPKnotboneChamber04,CELL
Knotbone Ruins,00062D61,XPKnotboneChamber04b,CELL
Knotty Bramble,00010A4F,XPKnottyBramble01,CELL
"Knotty Bramble, Hatchery",00010A4A,XPKnottyBramble03,CELL
"Knotty Bramble, Lost Crypt",00010A5E,XPKnottyBramble02,CELL
Koal Cave,0148023E,KoalSCave,CELL
Koal Cave Entrance,01480051,KoalSCaveSEntrance,CELL
Kogoruhn,01480035,Kogoruhn,CELL
"Kogoruhn, Bleeding Heart",0148023F,KogoruhnVSBleedingSHeart,CELL
"Kogoruhn, Charma's Breath",01480240,KogoruhnVSCharmaAsSBreath,CELL
"Kogoruhn, Dome of Pollock's Eve",01480241,KogoruhnVSDomeSofSPollockAsSEve,CELL
"Kogoruhn, Dome of Urso",01480242,KogoruhnVSDomeSofSUrso,CELL
"Kogoruhn, Hall of Maki",01480243,KogoruhnVSHallSofSMaki,CELL
"Kogoruhn, Hall of Phisto",01480244,KogoruhnVSHallSofSPhisto,CELL
"Kogoruhn, Hall of the Watchful Touch",01480245,KogoruhnVSHallSofStheSWatchfulSTouch,CELL
"Kogoruhn, Nabith Waterway",01480246,KogoruhnVSNabithSWaterway,CELL
"Kogoruhn, Temple of Fey",01480247,KogoruhnVSTempleSofSFey,CELL
"Kogoruhn, Vault of Aerode",01480248,KogoruhnVSVaultSofSAerode,CELL
Kora-Dur,01480249,KoraTDur,CELL
Kudanat,0148024A,Kudanat,CELL
Kumarahaz,0148024B,Kumarahaz,CELL
Kunirai,0148024C,Kunirai,CELL
"Kushtashpi, Shrine",0148024D,KushtashpiVSShrine,CELL
Kvatch Castle Great Hall,0002B53B,KvatchCastle,CELL
Kvinchal's Shack,000477CA,ICWaterfrontKvinchalsShack,CELL
Lagryn Darys' Shack,01480710,LagrynSDarysASShack,CELL
Lair of Anaxes,0003EACE,ParadiseAnaxesCave,CELL
Lake Arrius Caverns,0001E8CD,LakeArriusCaverns,CELL
Landslide,0004754B,OblivionRD002Tower03Left,CELL
Lazare Milvan's Basement,0002DD9B,SkingradLazareMilvansBasement,CELL
Lazare Milvan's House,00027D52,SkingradLazareMilvansHouse,CELL
Leafrot Cave,00031B27,LeafrotCave,CELL
Leafrot Hollow,00033D33,LeafrotCave02,CELL
Lelles' Quality Merchandise,000308D0,AnvilLellesQualityMerchandise,CELL
Lelles' Quality Merchandise Basement,0004D536,LellesQuailityMerchandiseBasement,CELL
Leyawiin Mages' Guild,00030534,LeyawiinMagesGuild,CELL
Lighthouse,0002C180,ICWaterfrontLighthousePrivateQuarters,CELL
Lighting Warehouse,0002223C,WarehouseLight,CELL
Lindai,0001663F,Lindai01,CELL
Lindai Inner Tombs,00091DEB,Lindai02,CELL
Lipsand Tarn,00016624,LipsandTarn,CELL
Lipsand Tarn Lorsel,000A3DFC,LipsandTarn02,CELL
Llando Ancestral Tomb,0148024E,LlandoSAncestralSTomb,CELL
Lleran Ancestral Tomb,0148024F,LleranSAncestralSTomb,CELL
Llervu Ancestral Tomb,01480250,LlervuSAncestralSTomb,CELL
Llevana Nedaren's House,00030418,CheydinhalLlevanaNedarensHouse,CELL
Llevana Nedarens House Basement,0009228A,CheydinhalLlevanaNedarensBasement,CELL
Llirala's Shack,01480251,LliralaAsSShack,CELL
Llovyn's Farmhouse,01480252,LlovynAsSFarmhouse,CELL
Lockpick Warehouse,0002B578,WarehouseLock,CELL
"Lonely Shipwreck, Cabin",01480253,LonelySShipwreckVSCabin,CELL
"Lonely Shipwreck, Lower Level",01480254,LonelySShipwreckVSLowerSLevel,CELL
"Lonely Shipwreck, Upper Level",01480255,LonelySShipwreckVSUpperSLevel,CELL
"Lonesome Shipwreck, Cabin",01480256,LonesomeSShipwreckVSCabin,CELL
"Lonesome Shipwreck, Lower Level",01480257,LonesomeSShipwreckVSLowerSLevel,CELL
"Lonesome Shipwreck, Upper Level",01480258,LonesomeSShipwreckVSUpperSLevel,CELL
Lord Drad's Estate,000313B4,LordDradsEstateFarm,CELL
Lords Manor,0002DB99,BrumaCastleLordsManor,CELL
Lord's Manor North Wing,00031A50,BravilCastlePrivateQuartersNorthWing,CELL
Lords' Manor Private Quarters,0001C62C,LeyawiinCastlePrivateQuarters,CELL
Lords Rugdumph's Estate,00031563,LordRugdumphEstate,CELL
Lorkmir's Basement,0003FC06,ICElvenGardensLorkmirsHouseBasement,CELL
Lorkmir's House,0002C1C3,ICElvenGardensLorkmirsHouse,CELL
Lorkmir's Private Quarters,0003FC03,ICElvenGardensLorkmirsHouseUpstairs,CELL
Lost Black Rock Chasm,000C5751,BlackRockCaverns03,CELL
Lost Boy Canyon,00097031,LostBoyCaverns02,CELL
Lost Boy Cavern,000149AC,LostBoyCaverns,CELL
Lost Boy's Hidden Bastion,0009702F,LostBoyCaverns05,CELL
Lost Boy's Yawning Halls,00097030,LostBoyCaverns03,CELL
"Lost Shipwreck, Cabin",01480259,LostSShipwreckVSCabin,CELL
"Lost Shipwreck, Lower Level",0148025A,LostSShipwreckVSLowerSLevel,CELL
"Lost Shipwreck, Upper Level",0148025B,LostSShipwreckVSUpperSLevel,CELL
Lower Arrowshaft Cavern,000A7948,ArrowshaftCavern02,CELL
Lower Breakneck Cave,000A7951,BreakneckCave02,CELL
Lower Class Clutter Warehouse,000231A8,WareHouseLowerClass,CELL
Luciana Galena's House,0002FF49,BravilLucianaGalenaHouse,CELL
Luronk gro-Glurzog's Basement,0004D856,ICTempleDistrictLuronkgroGlurzogsBasement,CELL
Luronk gro-Glurzog's House,0002C188,ICTempleDistrictLuronkgroGlurzogsHouse,CELL
Luronk gro-Glurzog's Private Quarters,0004EDAB,ICTempleDistrictLuronkgroGlurzogsUpstairs,CELL
Lustratorium,0002C179,ICArcaneUniversityAlchemyHeadquarters,CELL
Lustratorium Upper Level,000855AD,ICArcaneUniversityAlchemyHeadquartersUpstairs,CELL
Luther Broad's Boarding House,0002C1BE,ICElvenGardensLutherBroadsBoardingHouse,CELL
Luther Broad's Boarding House Basement,00047CA3,ICElvenGardensLutherBroadsBasement,CELL
Luther Broad's Boarding House Rooms,00047C9E,ICElvenGardensLutherBroadsRooms,CELL
Lyra Rosentia's House,000302E9,BrumaLyraRosentiasHouse,CELL
Maar Gan,01480040,MaarSGan,CELL
"Maar Gan, Andus Tradehouse",0148025C,MaarSGanVSAndusSTradehouse,CELL
"Maar Gan, Assi Serimilk's Hut",0148025D,MaarSGanVSAssiSSerimilkAsSHut,CELL
"Maar Gan, Assirari Zama-Rasour's Hut",0148025E,MaarSGanVSAssirariSZamaTRasourAsSHut,CELL
"Maar Gan, Garry's Hut",0148025F,MaarSGanVSGarryAsSHut,CELL
"Maar Gan, Guard Tower",01480260,MaarSGanVSGuardSTowerS1,CELL
"Maar Gan, Guard Tower",01480261,MaarSGanVSGuardSTowerS2,CELL
"Maar Gan, Guard Tower",01480262,MaarSGanVSGuardSTowerS3,CELL
"Maar Gan, Huleen's Hut",01480263,MaarSGanVSHuleenAsSHut,CELL
"Maar Gan, Kind Erushara's Hut",01480264,MaarSGanVSKindSErusharaAsSHut,CELL
